23.04536396371813	49.12295997529273
23.04536396371813	45.24703322195907
19.557034467448688	37.88277239062512
15.681112804927082	33.6192529619581
4.0533478173622655	37.88277239062512
2.115386986101456	33.23166028662473
-3.69849550768096	27.805362831957623
-11.45033883272417	28.58054818262434
-14.938668328993614	25.47980677995743
-16.876629160254424	21.991472701957136
-22.690511654036825	17.727953273290126
-27.72920981531492	13.464433844623102
-31.60513147783652	9.588507091289443
-36.25623747286246	3.774616961288956
-35.48105314035814	0.6738755586220435
-42.45771213289703	-0.8764951427114198
-45.17085729666216	-4.364829220711712
-45.17085729666216	-12.116682727379027
-40.13215913538407	-21.03131426004643
-38.19419830412326	-27.23279706538028
-40.51975130163623	-29.94594579271383
-36.64382963911462	-38.47298465004788
-38.96938263662759	-42.736504078714894
-31.992723644088684	-45.83724548138182
-25.40365681780196	-47.38761618271528
-23.078103820288987	-48.93798688404875
